epoch,accuracy,learning_rate,loss,top5_acc,val_accuracy,val_loss,val_top5_acc
0,0.8245112895965576,0.0010000000474974513,0.6153154969215393,0.9921303391456604,0.8804678320884705,0.43400925397872925,0.9974269270896912
1,0.8421052694320679,0.0010000000474974513,0.5720154047012329,0.9943859577178955,0.8858479261398315,0.4320530295372009,0.9964912533760071
2,0.8461654186248779,0.0010000000474974513,0.5692245960235596,0.9952380657196045,0.8926315903663635,0.4335421323776245,0.9988304376602173
3,0.8580952286720276,0.0010000000474974513,0.5435372591018677,0.9958395957946777,0.9019883275032043,0.4070248007774353,0.999532163143158
4,0.8604009747505188,0.0010000000474974513,0.5427902340888977,0.9961403608322144,0.9097076058387756,0.40769919753074646,0.9988304376602173
